join_key,smp_id,Lat_Site.x,Long_Site.x,Top_depth_cm.x,Bottom_depth_cm.x,scan_path_name,SOC,Bulk.Density_1_3.BAR,Bulk.Density_ovendry,Calcium_Carbonate_equivalent,Carbon_Total,CEC,Clay,Nitrogen_Total,pH,Phosphorus_Mehlich3,Phosphorus_Olsen,Potassium,Sand,Silt
167081XS04,167081,38.0192944,-95.7178472,47,58,167081XS04.0,0.62,NA,NA,NA,0.61801581999999999,15.3765776,34.975203,5.2531340000000003E-2,6.36,NA,NA,NA,14.4,50.6
188629XS01,188629,37.0171278,-94.8410778,0,28,188629XS01.0,0.764,NA,NA,NA,0.79940889999999998,8.3467876,8.6902637,0.10168803,6.68,117.75927900000001,NA,1.0748333999999999,9.9,81.4
188629XS02,188629,37.0171278,-94.8410778,0,28,188629XS02.0,0.764,NA,NA,NA,0.79940889999999998,8.3467876,8.6902637,0.10168803,6.68,117.75927900000001,NA,1.0748333999999999,9.9,81.4
188629XS03,188629,37.0171278,-94.8410778,0,28,188629XS03.0,0.764,NA,NA,NA,0.79940889999999998,8.3467876,8.6902637,0.10168803,6.68,117.75927900000001,NA,1.0748333999999999,9.9,81.4
188629XS04,188629,37.0171278,-94.8410778,0,28,188629XS04.0,0.764,NA,NA,NA,0.79940889999999998,8.3467876,8.6902637,0.10168803,6.68,117.75927900000001,NA,1.0748333999999999,9.9,81.4
188630XS01,188630,37.0171278,-94.8410778,28,46,188630XS01.0,0.5664,NA,NA,NA,0.60344394000000001,6.9122328,10.2325913,4.9363530000000003E-2,6.66,12.5624658,NA,NA,14.8,75
188630XS02,188630,37.0171278,-94.8410778,28,46,188630XS02.0,0.5664,NA,NA,NA,0.60344394000000001,6.9122328,10.2325913,4.9363530000000003E-2,6.66,12.5624658,NA,NA,14.8,75
188630XS03,188630,37.0171278,-94.8410778,28,46,188630XS03.0,0.5664,NA,NA,NA,0.60344394000000001,6.9122328,10.2325913,4.9363530000000003E-2,6.66,12.5624658,NA,NA,14.8,75
188630XS04,188630,37.0171278,-94.8410778,28,46,188630XS04.0,0.5664,NA,NA,NA,0.60344394000000001,6.9122328,10.2325913,4.9363530000000003E-2,6.66,12.5624658,NA,NA,14.8,75
188631XS01,188631,37.0171278,-94.8410778,46,68,188631XS01.0,1.0852,NA,NA,NA,1.1239110999999999,29.5426536,53.6579572,0.16248070000000001,4.91,1.4693426000000001,NA,0.4626189,4.4,41.9
188631XS02,188631,37.0171278,-94.8410778,46,68,188631XS02.0,1.0852,NA,NA,NA,1.1239110999999999,29.5426536,53.6579572,0.16248070000000001,4.91,1.4693426000000001,NA,0.4626189,4.4,41.9
188631XS03,188631,37.0171278,-94.8410778,46,68,188631XS03.0,1.0852,NA,NA,NA,1.1239110999999999,29.5426536,53.6579572,0.16248070000000001,4.91,1.4693426000000001,NA,0.4626189,4.4,41.9
188631XS04,188631,37.0171278,-94.8410778,46,68,188631XS04.0,1.0852,NA,NA,NA,1.1239110999999999,29.5426536,53.6579572,0.16248070000000001,4.91,1.4693426000000001,NA,0.4626189,4.4,41.9
188632XS01,188632,37.0171278,-94.8410778,68,99,188632XS01.0,0.8928,NA,NA,NA,0.9264734,28.5096257,51.2912963,9.8340750000000005E-2,4.9,NA,NA,0.4749739,5.4,43.3
188632XS02,188632,37.0171278,-94.8410778,68,99,188632XS02.0,0.8928,NA,NA,NA,0.9264734,28.5096257,51.2912963,9.8340750000000005E-2,4.9,NA,NA,0.4749739,5.4,43.3
188632XS03,188632,37.0171278,-94.8410778,68,99,188632XS03.0,0.8928,NA,NA,NA,0.9264734,28.5096257,51.2912963,9.8340750000000005E-2,4.9,NA,NA,0.4749739,5.4,43.3
188632XS04,188632,37.0171278,-94.8410778,68,99,188632XS04.0,0.8928,NA,NA,NA,0.9264734,28.5096257,51.2912963,9.8340750000000005E-2,4.9,NA,NA,0.4749739,5.4,43.3
188633XS01,188633,37.0171278,-94.8410778,99,137,188633XS01.0,0.2664,NA,NA,NA,0.29920672999999998,15.6543857,30.643118,3.2677869999999998E-2,5.06,NA,NA,NA,16.2,53.2
188633XS02,188633,37.0171278,-94.8410778,99,137,188633XS02.0,0.2664,NA,NA,NA,0.29920672999999998,15.6543857,30.643118,3.2677869999999998E-2,5.06,NA,NA,NA,16.2,53.2
188633XS03,188633,37.0171278,-94.8410778,99,137,188633XS03.0,0.2664,NA,NA,NA,0.29920672999999998,15.6543857,30.643118,3.2677869999999998E-2,5.06,NA,NA,NA,16.2,53.2
188633XS04,188633,37.0171278,-94.8410778,99,137,188633XS04.0,0.2664,NA,NA,NA,0.29920672999999998,15.6543857,30.643118,3.2677869999999998E-2,5.06,NA,NA,NA,16.2,53.2
188634XS01,188634,37.0171278,-94.8410778,137,193,188634XS01.0,0.17,NA,NA,NA,0.19913030000000001,15.6055395,31.7905394,5.7186140000000003E-2,5.24,NA,NA,NA,15.9,52.3
188634XS02,188634,37.0171278,-94.8410778,137,193,188634XS02.0,0.17,NA,NA,NA,0.19913030000000001,15.6055395,31.7905394,5.7186140000000003E-2,5.24,NA,NA,NA,15.9,52.3
188634XS03,188634,37.0171278,-94.8410778,137,193,188634XS03.0,0.17,NA,NA,NA,0.19913030000000001,15.6055395,31.7905394,5.7186140000000003E-2,5.24,NA,NA,NA,15.9,52.3
188634XS04,188634,37.0171278,-94.8410778,137,193,188634XS04.0,0.17,NA,NA,NA,0.19913030000000001,15.6055395,31.7905394,5.7186140000000003E-2,5.24,NA,NA,NA,15.9,52.3
188635XS01,188635,37.0171278,-94.8410778,193,228,188635XS01.0,0.0676,NA,NA,NA,0.10010137,23.247572,40.2412358,7.22381E-2,5.1,NA,NA,0.45416469999999998,15.6,44.2
188635XS02,188635,37.0171278,-94.8410778,193,228,188635XS02.0,0.0676,NA,NA,NA,0.10010137,23.247572,40.2412358,7.22381E-2,5.1,NA,NA,0.45416469999999998,15.6,44.2
188635XS03,188635,37.0171278,-94.8410778,193,228,188635XS03.0,0.0676,NA,NA,NA,0.10010137,23.247572,40.2412358,7.22381E-2,5.1,NA,NA,0.45416469999999998,15.6,44.2
188635XS04,188635,37.0171278,-94.8410778,193,228,188635XS04.0,0.0676,NA,NA,NA,0.10010137,23.247572,40.2412358,7.22381E-2,5.1,NA,NA,0.45416469999999998,15.6,44.2
188636XS01,188636,37.3043694,-94.9396167,0,18,188636XS01.0,3.3716,NA,NA,NA,3.4130535599999998,40.6876771,47.9347414,0.24863995999999999,6.62,1.818848,NA,0.62372059999999996,2.3,49.8
188636XS02,188636,37.3043694,-94.9396167,0,18,188636XS02.0,3.3716,NA,NA,NA,3.4130535599999998,40.6876771,47.9347414,0.24863995999999999,6.62,1.818848,NA,0.62372059999999996,2.3,49.8
188636XS03,188636,37.3043694,-94.9396167,0,18,188636XS03.0,3.3716,NA,NA,NA,3.4130535599999998,40.6876771,47.9347414,0.24863995999999999,6.62,1.818848,NA,0.62372059999999996,2.3,49.8
188636XS04,188636,37.3043694,-94.9396167,0,18,188636XS04.0,3.3716,NA,NA,NA,3.4130535599999998,40.6876771,47.9347414,0.24863995999999999,6.62,1.818848,NA,0.62372059999999996,2.3,49.8
188637XS01,188637,37.3043694,-94.9396167,18,56,188637XS01.0,2.1124,NA,NA,NA,2.1404160299999999,39.0490477,49.2843581,0.20170912999999999,7,0.73041880000000003,NA,0.58022090000000004,2.3,48.4
188637XS02,188637,37.3043694,-94.9396167,18,56,188637XS02.0,2.1124,NA,NA,NA,2.1404160299999999,39.0490477,49.2843581,0.20170912999999999,7,0.73041880000000003,NA,0.58022090000000004,2.3,48.4
188637XS03,188637,37.3043694,-94.9396167,18,56,188637XS03.0,2.1124,NA,NA,NA,2.1404160299999999,39.0490477,49.2843581,0.20170912999999999,7,0.73041880000000003,NA,0.58022090000000004,2.3,48.4
188637XS04,188637,37.3043694,-94.9396167,18,56,188637XS04.0,2.1124,NA,NA,NA,2.1404160299999999,39.0490477,49.2843581,0.20170912999999999,7,0.73041880000000003,NA,0.58022090000000004,2.3,48.4
188638XS01,188638,37.3043694,-94.9396167,56,79,188638XS01.0,1.1716,NA,NA,NA,1.20940471,33.9165546,49.5012086,0.12868234000000001,7.15,NA,NA,0.50719110000000001,2,48.5
188638XS02,188638,37.3043694,-94.9396167,56,79,188638XS02.0,1.1716,NA,NA,NA,1.20940471,33.9165546,49.5012086,0.12868234000000001,7.15,NA,NA,0.50719110000000001,2,48.5
188638XS03,188638,37.3043694,-94.9396167,56,79,188638XS03.0,1.1716,NA,NA,NA,1.20940471,33.9165546,49.5012086,0.12868234000000001,7.15,NA,NA,0.50719110000000001,2,48.5
188638XS04,188638,37.3043694,-94.9396167,56,79,188638XS04.0,1.1716,NA,NA,NA,1.20940471,33.9165546,49.5012086,0.12868234000000001,7.15,NA,NA,0.50719110000000001,2,48.5
188639XS01,188639,37.3043694,-94.9396167,79,102,188639XS01.0,0.6652,NA,NA,NA,0.69863078999999995,30.0157489,48.9013861,8.6417820000000006E-2,7.24,NA,NA,0.45605620000000002,2.4,48.7
188639XS02,188639,37.3043694,-94.9396167,79,102,188639XS02.0,0.6652,NA,NA,NA,0.69863078999999995,30.0157489,48.9013861,8.6417820000000006E-2,7.24,NA,NA,0.45605620000000002,2.4,48.7
188639XS03,188639,37.3043694,-94.9396167,79,102,188639XS03.0,0.6652,NA,NA,NA,0.69863078999999995,30.0157489,48.9013861,8.6417820000000006E-2,7.24,NA,NA,0.45605620000000002,2.4,48.7
188639XS04,188639,37.3043694,-94.9396167,79,102,188639XS04.0,0.6652,NA,NA,NA,0.69863078999999995,30.0157489,48.9013861,8.6417820000000006E-2,7.24,NA,NA,0.45605620000000002,2.4,48.7
188640XS01,188640,37.3043694,-94.9396167,102,145,188640XS01.0,0.2656,NA,NA,NA,0.30619740000000001,28.8118675,49.9754992,3.8404420000000002E-2,7.42,NA,NA,0.46319329999999997,2.7,47.3
188640XS02,188640,37.3043694,-94.9396167,102,145,188640XS02.0,0.2656,NA,NA,NA,0.30619740000000001,28.8118675,49.9754992,3.8404420000000002E-2,7.42,NA,NA,0.46319329999999997,2.7,47.3
188640XS03,188640,37.3043694,-94.9396167,102,145,188640XS03.0,0.2656,NA,NA,NA,0.30619740000000001,28.8118675,49.9754992,3.8404420000000002E-2,7.42,NA,NA,0.46319329999999997,2.7,47.3
188640XS04,188640,37.3043694,-94.9396167,102,145,188640XS04.0,0.2656,NA,NA,NA,0.30619740000000001,28.8118675,49.9754992,3.8404420000000002E-2,7.42,NA,NA,0.46319329999999997,2.7,47.3
188641XS01,188641,37.3043694,-94.9396167,145,173,188641XS01.0,0.2616,NA,NA,NA,0.23569699999999999,34.2589891,55.8337698,2.618856E-2,7.35,NA,NA,0.71706499999999995,4.8,39.4
188641XS02,188641,37.3043694,-94.9396167,145,173,188641XS02.0,0.2616,NA,NA,NA,0.23569699999999999,34.2589891,55.8337698,2.618856E-2,7.35,NA,NA,0.71706499999999995,4.8,39.4
188641XS03,188641,37.3043694,-94.9396167,145,173,188641XS03.0,0.2616,NA,NA,NA,0.23569699999999999,34.2589891,55.8337698,2.618856E-2,7.35,NA,NA,0.71706499999999995,4.8,39.4
188641XS04,188641,37.3043694,-94.9396167,145,173,188641XS04.0,0.2616,NA,NA,NA,0.23569699999999999,34.2589891,55.8337698,2.618856E-2,7.35,NA,NA,0.71706499999999995,4.8,39.4
188642XS01,188642,37.2150667,-94.8722722,0,25,188642XS01.0,0.9876,NA,NA,NA,1.0159701299999999,12.2485861,18.2809589,0.13092922000000001,6.56,16.729695400000001,NA,NA,13.7,68
188642XS02,188642,37.2150667,-94.8722722,0,25,188642XS02.0,0.9876,NA,NA,NA,1.0159701299999999,12.2485861,18.2809589,0.13092922000000001,6.56,16.729695400000001,NA,NA,13.7,68
188642XS03,188642,37.2150667,-94.8722722,0,25,188642XS03.0,0.9876,NA,NA,NA,1.0159701299999999,12.2485861,18.2809589,0.13092922000000001,6.56,16.729695400000001,NA,NA,13.7,68
188642XS04,188642,37.2150667,-94.8722722,0,25,188642XS04.0,0.9876,NA,NA,NA,1.0159701299999999,12.2485861,18.2809589,0.13092922000000001,6.56,16.729695400000001,NA,NA,13.7,68
188643XS01,188643,37.2150667,-94.8722722,25,53,188643XS01.0,1.0964,NA,NA,NA,1.1318121000000001,27.8953566,52.0096301,0.13693785,5.76,0.74633669999999996,NA,0.61044889999999996,6.2,41.8
188643XS02,188643,37.2150667,-94.8722722,25,53,188643XS02.0,1.0964,NA,NA,NA,1.1318121000000001,27.8953566,52.0096301,0.13693785,5.76,0.74633669999999996,NA,0.61044889999999996,6.2,41.8
188643XS03,188643,37.2150667,-94.8722722,25,53,188643XS03.0,1.0964,NA,NA,NA,1.1318121000000001,27.8953566,52.0096301,0.13693785,5.76,0.74633669999999996,NA,0.61044889999999996,6.2,41.8
188643XS04,188643,37.2150667,-94.8722722,25,53,188643XS04.0,1.0964,NA,NA,NA,1.1318121000000001,27.8953566,52.0096301,0.13693785,5.76,0.74633669999999996,NA,0.61044889999999996,6.2,41.8
188644XS01,188644,37.2150667,-94.8722722,53,81,188644XS01.0,0.6876,NA,NA,NA,0.72061951999999996,21.6789685,43.0531359,6.7010399999999998E-2,5.27,NA,NA,0.53939979999999998,7.4,49.5
188644XS02,188644,37.2150667,-94.8722722,53,81,188644XS02.0,0.6876,NA,NA,NA,0.72061951999999996,21.6789685,43.0531359,6.7010399999999998E-2,5.27,NA,NA,0.53939979999999998,7.4,49.5
188644XS03,188644,37.2150667,-94.8722722,53,81,188644XS03.0,0.6876,NA,NA,NA,0.72061951999999996,21.6789685,43.0531359,6.7010399999999998E-2,5.27,NA,NA,0.53939979999999998,7.4,49.5
188644XS04,188644,37.2150667,-94.8722722,53,81,188644XS04.0,0.6876,NA,NA,NA,0.72061951999999996,21.6789685,43.0531359,6.7010399999999998E-2,5.27,NA,NA,0.53939979999999998,7.4,49.5
188645XS01,188645,37.2150667,-94.8722722,81,99,188645XS01.0,0.3976,NA,NA,NA,0.42856179,17.4027574,38.8998592,9.5349870000000003E-2,5.21,NA,NA,0.465557,11.2,49.9
188645XS02,188645,37.2150667,-94.8722722,81,99,188645XS02.0,0.3976,NA,NA,NA,0.42856179,17.4027574,38.8998592,9.5349870000000003E-2,5.21,NA,NA,0.465557,11.2,49.9
188645XS03,188645,37.2150667,-94.8722722,81,99,188645XS03.0,0.3976,NA,NA,NA,0.42856179,17.4027574,38.8998592,9.5349870000000003E-2,5.21,NA,NA,0.465557,11.2,49.9
188645XS04,188645,37.2150667,-94.8722722,81,99,188645XS04.0,0.3976,NA,NA,NA,0.42856179,17.4027574,38.8998592,9.5349870000000003E-2,5.21,NA,NA,0.465557,11.2,49.9
188646XS01,188646,37.2150667,-94.8722722,99,140,188646XS01.0,0.1952,NA,NA,NA,0.23253899,16.2268704,41.5457733,4.7122440000000002E-2,4.88,NA,NA,0.4371352,11.3,47.2
188646XS02,188646,37.2150667,-94.8722722,99,140,188646XS02.0,0.1952,NA,NA,NA,0.23253899,16.2268704,41.5457733,4.7122440000000002E-2,4.88,NA,NA,0.4371352,11.3,47.2
188646XS03,188646,37.2150667,-94.8722722,99,140,188646XS03.0,0.1952,NA,NA,NA,0.23253899,16.2268704,41.5457733,4.7122440000000002E-2,4.88,NA,NA,0.4371352,11.3,47.2
188646XS04,188646,37.2150667,-94.8722722,99,140,188646XS04.0,0.1952,NA,NA,NA,0.23253899,16.2268704,41.5457733,4.7122440000000002E-2,4.88,NA,NA,0.4371352,11.3,47.2
188647XS01,188647,37.2150667,-94.8722722,140,173,188647XS01.0,0.2416,NA,NA,NA,0.22218394,23.1921351,51.9633349,2.2735100000000001E-2,5.07,NA,NA,0.581175,10.2,37.8
188647XS02,188647,37.2150667,-94.8722722,140,173,188647XS02.0,0.2416,NA,NA,NA,0.22218394,23.1921351,51.9633349,2.2735100000000001E-2,5.07,NA,NA,0.581175,10.2,37.8
188647XS03,188647,37.2150667,-94.8722722,140,173,188647XS03.0,0.2416,NA,NA,NA,0.22218394,23.1921351,51.9633349,2.2735100000000001E-2,5.07,NA,NA,0.581175,10.2,37.8
188647XS04,188647,37.2150667,-94.8722722,140,173,188647XS04.0,0.2416,NA,NA,NA,0.22218394,23.1921351,51.9633349,2.2735100000000001E-2,5.07,NA,NA,0.581175,10.2,37.8
188648XS01,188648,37.2150667,-94.8722722,173,224,188648XS01.0,0.1052,NA,NA,NA,0.13709024,21.9447013,45.5601109,4.0199390000000002E-2,5.44,NA,NA,0.58881459999999997,13.1,41.3
188648XS02,188648,37.2150667,-94.8722722,173,224,188648XS02.0,0.1052,NA,NA,NA,0.13709024,21.9447013,45.5601109,4.0199390000000002E-2,5.44,NA,NA,0.58881459999999997,13.1,41.3
188648XS03,188648,37.2150667,-94.8722722,173,224,188648XS03.0,0.1052,NA,NA,NA,0.13709024,21.9447013,45.5601109,4.0199390000000002E-2,5.44,NA,NA,0.58881459999999997,13.1,41.3
188648XS04,188648,37.2150667,-94.8722722,173,224,188648XS04.0,0.1052,NA,NA,NA,0.13709024,21.9447013,45.5601109,4.0199390000000002E-2,5.44,NA,NA,0.58881459999999997,13.1,41.3
188649XS01,188649,37.1352167,-95.0066833,0,28,188649XS01.0,0.5896,NA,NA,NA,0.63829550000000002,6.9011114,9.451571,6.0501939999999997E-2,6.86,57.517181000000001,NA,NA,9.5,81
188649XS02,188649,37.1352167,-95.0066833,0,28,188649XS02.0,0.5896,NA,NA,NA,0.63829550000000002,6.9011114,9.451571,6.0501939999999997E-2,6.86,57.517181000000001,NA,NA,9.5,81
188649XS03,188649,37.1352167,-95.0066833,0,28,188649XS03.0,0.5896,NA,NA,NA,0.63829550000000002,6.9011114,9.451571,6.0501939999999997E-2,6.86,57.517181000000001,NA,NA,9.5,81
188649XS04,188649,37.1352167,-95.0066833,0,28,188649XS04.0,0.5896,NA,NA,NA,0.63829550000000002,6.9011114,9.451571,6.0501939999999997E-2,6.86,57.517181000000001,NA,NA,9.5,81
188650XS01,188650,37.1352167,-95.0066833,28,56,188650XS01.0,0.9788,NA,NA,NA,1.00777603,27.8028469,47.7651914,0.13789528000000001,5.86,3.7931949,NA,0.49531029999999998,3.7,48.5
188650XS02,188650,37.1352167,-95.0066833,28,56,188650XS02.0,0.9788,NA,NA,NA,1.00777603,27.8028469,47.7651914,0.13789528000000001,5.86,3.7931949,NA,0.49531029999999998,3.7,48.5
188650XS03,188650,37.1352167,-95.0066833,28,56,188650XS03.0,0.9788,NA,NA,NA,1.00777603,27.8028469,47.7651914,0.13789528000000001,5.86,3.7931949,NA,0.49531029999999998,3.7,48.5
188650XS04,188650,37.1352167,-95.0066833,28,56,188650XS04.0,0.9788,NA,NA,NA,1.00777603,27.8028469,47.7651914,0.13789528000000001,5.86,3.7931949,NA,0.49531029999999998,3.7,48.5
188651XS01,188651,37.1352167,-95.0066833,56,81,188651XS01.0,0.5164,NA,NA,NA,0.55294536999999999,24.8940414,40.8496259,7.7371090000000003E-2,5.39,NA,NA,0.44503880000000001,4.7,54.5
188651XS02,188651,37.1352167,-95.0066833,56,81,188651XS02.0,0.5164,NA,NA,NA,0.55294536999999999,24.8940414,40.8496259,7.7371090000000003E-2,5.39,NA,NA,0.44503880000000001,4.7,54.5
188651XS03,188651,37.1352167,-95.0066833,56,81,188651XS03.0,0.5164,NA,NA,NA,0.55294536999999999,24.8940414,40.8496259,7.7371090000000003E-2,5.39,NA,NA,0.44503880000000001,4.7,54.5
188651XS04,188651,37.1352167,-95.0066833,56,81,188651XS04.0,0.5164,NA,NA,NA,0.55294536999999999,24.8940414,40.8496259,7.7371090000000003E-2,5.39,NA,NA,0.44503880000000001,4.7,54.5
188652XS01,188652,37.1352167,-95.0066833,81,104,188652XS01.0,0.2276,NA,NA,NA,0.26242569999999998,23.4198161,38.8434191,9.9824679999999999E-2,5.18,NA,NA,0.41920859999999999,6.2,55
188652XS02,188652,37.1352167,-95.0066833,81,104,188652XS02.0,0.2276,NA,NA,NA,0.26242569999999998,23.4198161,38.8434191,9.9824679999999999E-2,5.18,NA,NA,0.41920859999999999,6.2,55
188652XS03,188652,37.1352167,-95.0066833,81,104,188652XS03.0,0.2276,NA,NA,NA,0.26242569999999998,23.4198161,38.8434191,9.9824679999999999E-2,5.18,NA,NA,0.41920859999999999,6.2,55
188652XS04,188652,37.1352167,-95.0066833,81,104,188652XS04.0,0.2276,NA,NA,NA,0.26242569999999998,23.4198161,38.8434191,9.9824679999999999E-2,5.18,NA,NA,0.41920859999999999,6.2,55
188653XS01,188653,37.1352167,-95.0066833,104,155,188653XS01.0,0.1652,NA,NA,NA,0.19653095000000001,18.2729569,32.6428807,6.3463119999999998E-2,4.95,NA,NA,0.37085030000000002,6.2,61.2
188653XS02,188653,37.1352167,-95.0066833,104,155,188653XS02.0,0.1652,NA,NA,NA,0.19653095000000001,18.2729569,32.6428807,6.3463119999999998E-2,4.95,NA,NA,0.37085030000000002,6.2,61.2
188653XS03,188653,37.1352167,-95.0066833,104,155,188653XS03.0,0.1652,NA,NA,NA,0.19653095000000001,18.2729569,32.6428807,6.3463119999999998E-2,4.95,NA,NA,0.37085030000000002,6.2,61.2
188653XS04,188653,37.1352167,-95.0066833,104,155,188653XS04.0,0.1652,NA,NA,NA,0.19653095000000001,18.2729569,32.6428807,6.3463119999999998E-2,4.95,NA,NA,0.37085030000000002,6.2,61.2
188654XS01,188654,37.1352167,-95.0066833,155,183,188654XS01.0,0.0964,NA,NA,NA,0.13477232,22.1454282,37.5763123,NA,4.86,NA,NA,0.5233314,6.8,55.6
188654XS02,188654,37.1352167,-95.0066833,155,183,188654XS02.0,0.0964,NA,NA,NA,0.13477232,22.1454282,37.5763123,NA,4.86,NA,NA,0.5233314,6.8,55.6
188654XS03,188654,37.1352167,-95.0066833,155,183,188654XS03.0,0.0964,NA,NA,NA,0.13477232,22.1454282,37.5763123,NA,4.86,NA,NA,0.5233314,6.8,55.6
188654XS04,188654,37.1352167,-95.0066833,155,183,188654XS04.0,0.0964,NA,NA,NA,0.13477232,22.1454282,37.5763123,NA,4.86,NA,NA,0.5233314,6.8,55.6
188655XS01,188655,37.1352167,-95.0066833,183,226,188655XS01.0,0.0276,NA,NA,NA,6.4945669999999997E-2,25.1204356,39.8341603,NA,4.83,NA,NA,0.56592319999999996,5.6,54.6
188655XS02,188655,37.1352167,-95.0066833,183,226,188655XS02.0,0.0276,NA,NA,NA,6.4945669999999997E-2,25.1204356,39.8341603,NA,4.83,NA,NA,0.56592319999999996,5.6,54.6
188655XS03,188655,37.1352167,-95.0066833,183,226,188655XS03.0,0.0276,NA,NA,NA,6.4945669999999997E-2,25.1204356,39.8341603,NA,4.83,NA,NA,0.56592319999999996,5.6,54.6
188655XS04,188655,37.1352167,-95.0066833,183,226,188655XS04.0,0.0276,NA,NA,NA,6.4945669999999997E-2,25.1204356,39.8341603,NA,4.83,NA,NA,0.56592319999999996,5.6,54.6
188656XS01,188656,37.5126389,-94.7096389,0,25,188656XS01.0,1.2164,NA,NA,NA,1.25058676,11.0788351,15.4212625,0.1662044,6.03,3.4489375,NA,NA,9,75.6
188656XS02,188656,37.5126389,-94.7096389,0,25,188656XS02.0,1.2164,NA,NA,NA,1.25058676,11.0788351,15.4212625,0.1662044,6.03,3.4489375,NA,NA,9,75.6
188656XS03,188656,37.5126389,-94.7096389,0,25,188656XS03.0,1.2164,NA,NA,NA,1.25058676,11.0788351,15.4212625,0.1662044,6.03,3.4489375,NA,NA,9,75.6
188656XS04,188656,37.5126389,-94.7096389,0,25,188656XS04.0,1.2164,NA,NA,NA,1.25058676,11.0788351,15.4212625,0.1662044,6.03,3.4489375,NA,NA,9,75.6
188657XS01,188657,37.5126389,-94.7096389,25,56,188657XS01.0,1.3852,NA,NA,NA,1.42107439,30.1628417,52.4669191,0.20953068,6.03,NA,NA,0.4585188,4.2,43.3
188657XS02,188657,37.5126389,-94.7096389,25,56,188657XS02.0,1.3852,NA,NA,NA,1.42107439,30.1628417,52.4669191,0.20953068,6.03,NA,NA,0.4585188,4.2,43.3
188657XS03,188657,37.5126389,-94.7096389,25,56,188657XS03.0,1.3852,NA,NA,NA,1.42107439,30.1628417,52.4669191,0.20953068,6.03,NA,NA,0.4585188,4.2,43.3
188657XS04,188657,37.5126389,-94.7096389,25,56,188657XS04.0,1.3852,NA,NA,NA,1.42107439,30.1628417,52.4669191,0.20953068,6.03,NA,NA,0.4585188,4.2,43.3
188658XS01,188658,37.5126389,-94.7096389,56,74,188658XS01.0,0.8476,NA,NA,NA,0.87644511999999997,23.0028417,43.6625328,0.1203569,5.64,NA,NA,0.4217902,5.9,50.4
188658XS02,188658,37.5126389,-94.7096389,56,74,188658XS02.0,0.8476,NA,NA,NA,0.87644511999999997,23.0028417,43.6625328,0.1203569,5.64,NA,NA,0.4217902,5.9,50.4
188658XS03,188658,37.5126389,-94.7096389,56,74,188658XS03.0,0.8476,NA,NA,NA,0.87644511999999997,23.0028417,43.6625328,0.1203569,5.64,NA,NA,0.4217902,5.9,50.4
188658XS04,188658,37.5126389,-94.7096389,56,74,188658XS04.0,0.8476,NA,NA,NA,0.87644511999999997,23.0028417,43.6625328,0.1203569,5.64,NA,NA,0.4217902,5.9,50.4
188659XS01,188659,37.5126389,-94.7096389,74,107,188659XS01.0,0.3552,NA,NA,NA,0.38662628999999998,16.1189692,33.3151727,8.0802849999999996E-2,5.86,NA,NA,0.33570949999999999,8.5,58.2
188659XS02,188659,37.5126389,-94.7096389,74,107,188659XS02.0,0.3552,NA,NA,NA,0.38662628999999998,16.1189692,33.3151727,8.0802849999999996E-2,5.86,NA,NA,0.33570949999999999,8.5,58.2
188659XS03,188659,37.5126389,-94.7096389,74,107,188659XS03.0,0.3552,NA,NA,NA,0.38662628999999998,16.1189692,33.3151727,8.0802849999999996E-2,5.86,NA,NA,0.33570949999999999,8.5,58.2
188659XS04,188659,37.5126389,-94.7096389,74,107,188659XS04.0,0.3552,NA,NA,NA,0.38662628999999998,16.1189692,33.3151727,8.0802849999999996E-2,5.86,NA,NA,0.33570949999999999,8.5,58.2
188660XS01,188660,37.5126389,-94.7096389,107,135,188660XS01.0,0.2864,NA,NA,NA,0.31886553000000001,14.954329,31.7654378,0.1042445,6.13,NA,NA,0.31211070000000002,9.2,59
188660XS02,188660,37.5126389,-94.7096389,107,135,188660XS02.0,0.2864,NA,NA,NA,0.31886553000000001,14.954329,31.7654378,0.1042445,6.13,NA,NA,0.31211070000000002,9.2,59
188660XS03,188660,37.5126389,-94.7096389,107,135,188660XS03.0,0.2864,NA,NA,NA,0.31886553000000001,14.954329,31.7654378,0.1042445,6.13,NA,NA,0.31211070000000002,9.2,59
188660XS04,188660,37.5126389,-94.7096389,107,135,188660XS04.0,0.2864,NA,NA,NA,0.31886553000000001,14.954329,31.7654378,0.1042445,6.13,NA,NA,0.31211070000000002,9.2,59
188661XS01,188661,37.3761667,-94.9231389,0,20,188661XS01.0,0.7448,NA,NA,NA,0.800875,10.7610985,15.7904225,6.7836439999999998E-2,7.49,67.833200000000005,NA,0.3453408,7.3,76.9
188661XS02,188661,37.3761667,-94.9231389,0,20,188661XS02.0,0.7448,NA,NA,NA,0.800875,10.7610985,15.7904225,6.7836439999999998E-2,7.49,67.833200000000005,NA,0.3453408,7.3,76.9
188661XS03,188661,37.3761667,-94.9231389,0,20,188661XS03.0,0.7448,NA,NA,NA,0.800875,10.7610985,15.7904225,6.7836439999999998E-2,7.49,67.833200000000005,NA,0.3453408,7.3,76.9
188661XS04,188661,37.3761667,-94.9231389,0,20,188661XS04.0,0.7448,NA,NA,NA,0.800875,10.7610985,15.7904225,6.7836439999999998E-2,7.49,67.833200000000005,NA,0.3453408,7.3,76.9
