"rowID","ProfID","HorID","lon","lat","top","bottom"
1905,"PROF0332",167053,-95.4634528,37.17825,0,10
1909,"PROF0332",167054,-95.4634528,37.17825,10,30
1913,"PROF0332",167055,-95.4634528,37.17825,30,48
1917,"PROF0332",167056,-95.4634528,37.17825,48,74
1921,"PROF0332",167057,-95.4634528,37.17825,74,95
1925,"PROF0412",167058,-94.8702694,38.4607667,0,19
1929,"PROF0412",167059,-94.8702694,38.4607667,19,42
1933,"PROF0412",167060,-94.8702694,38.4607667,42,64
1937,"PROF0412",167061,-94.8702694,38.4607667,64,84
1941,"PROF0412",167062,-94.8702694,38.4607667,84,97
1945,"PROF0317",167063,-95.6561,37.3260806,0,26
1949,"PROF0317",167064,-95.6561,37.3260806,26,45
1953,"PROF0317",167065,-95.6561,37.3260806,45,66
1957,"PROF0317",167066,-95.6561,37.3260806,66,86
1961,"PROF0341",167067,-95.4346667,37.4517667,0,19
1965,"PROF0341",167068,-95.4346667,37.4517667,19,33
1969,"PROF0341",167069,-95.4346667,37.4517667,33,66
1973,"PROF0328",167070,-95.5840111,38.5987056,0,23
1977,"PROF0328",167071,-95.5840111,38.5987056,23,36
1981,"PROF0328",167072,-95.5840111,38.5987056,36,70
1985,"PROF0328",167073,-95.5840111,38.5987056,70,94
1989,"PROF0326",167074,-95.5994111,38.2748694,0,15
1993,"PROF0326",167075,-95.5994111,38.2748694,15,37
1997,"PROF0326",167076,-95.5994111,38.2748694,37,54
2001,"PROF0326",167077,-95.5994111,38.2748694,54,68
2005,"PROF0313",167078,-95.7178472,38.0192944,0,17
2009,"PROF0313",167079,-95.7178472,38.0192944,17,28
2013,"PROF0313",167080,-95.7178472,38.0192944,28,47
2017,"PROF0313",167081,-95.7178472,38.0192944,47,58
2021,"PROF0415",188629,-94.8410778,37.0171278,0,28
2025,"PROF0415",188630,-94.8410778,37.0171278,28,46
2029,"PROF0415",188631,-94.8410778,37.0171278,46,68
2033,"PROF0415",188632,-94.8410778,37.0171278,68,99
2037,"PROF0415",188633,-94.8410778,37.0171278,99,137
2041,"PROF0415",188634,-94.8410778,37.0171278,137,193
2045,"PROF0415",188635,-94.8410778,37.0171278,193,228
2049,"PROF0407",188636,-94.9396167,37.3043694,0,18
2053,"PROF0407",188637,-94.9396167,37.3043694,18,56
2057,"PROF0407",188638,-94.9396167,37.3043694,56,79
2061,"PROF0407",188639,-94.9396167,37.3043694,79,102
2065,"PROF0407",188640,-94.9396167,37.3043694,102,145
2069,"PROF0407",188641,-94.9396167,37.3043694,145,173
2073,"PROF0411",188642,-94.8722722,37.2150667,0,25
2077,"PROF0411",188643,-94.8722722,37.2150667,25,53
2081,"PROF0411",188644,-94.8722722,37.2150667,53,81
2085,"PROF0411",188645,-94.8722722,37.2150667,81,99
2089,"PROF0411",188646,-94.8722722,37.2150667,99,140
2093,"PROF0411",188647,-94.8722722,37.2150667,140,173
2097,"PROF0411",188648,-94.8722722,37.2150667,173,224
2101,"PROF0400",188649,-95.0066833,37.1352167,0,28
2105,"PROF0400",188650,-95.0066833,37.1352167,28,56
2109,"PROF0400",188651,-95.0066833,37.1352167,56,81
2113,"PROF0400",188652,-95.0066833,37.1352167,81,104
2117,"PROF0400",188653,-95.0066833,37.1352167,104,155
2121,"PROF0400",188654,-95.0066833,37.1352167,155,183
2125,"PROF0400",188655,-95.0066833,37.1352167,183,226
2129,"PROF0420",188656,-94.7096389,37.5126389,0,25
2133,"PROF0420",188657,-94.7096389,37.5126389,25,56
2137,"PROF0420",188658,-94.7096389,37.5126389,56,74
2141,"PROF0420",188659,-94.7096389,37.5126389,74,107
2145,"PROF0420",188660,-94.7096389,37.5126389,107,135
2149,"PROF0408",188661,-94.9231389,37.3761667,0,20
2153,"PROF0408",188662,-94.9231389,37.3761667,20,56
2157,"PROF0408",188663,-94.9231389,37.3761667,56,86
2161,"PROF0408",188664,-94.9231389,37.3761667,86,122
2165,"PROF0408",188665,-94.9231389,37.3761667,122,150
2169,"PROF0408",188666,-94.9231389,37.3761667,150,165
2173,"PROF0408",188667,-94.9231389,37.3761667,165,203
2177,"PROF0394",188668,-95.0864583,37.26405,0,20
2181,"PROF0394",188669,-95.0864583,37.26405,20,41
2185,"PROF0394",188670,-95.0864583,37.26405,41,89
2189,"PROF0394",188671,-95.0864583,37.26405,89,147
2193,"PROF0394",188672,-95.0864583,37.26405,147,173
2197,"PROF0394",188673,-95.0864583,37.26405,173,213
2201,"PROF0393",188674,-95.0866472,37.2818722,0,23
2205,"PROF0393",188675,-95.0866472,37.2818722,23,43
2209,"PROF0393",188676,-95.0866472,37.2818722,43,68
2213,"PROF0393",188677,-95.0866472,37.2818722,68,94
2217,"PROF0393",188678,-95.0866472,37.2818722,94,137
2221,"PROF0393",188679,-95.0866472,37.2818722,137,185
2225,"PROF0393",188680,-95.0866472,37.2818722,185,233
2229,"PROF0387",188681,-95.1754028,37.1898417,0,18
2233,"PROF0387",188682,-95.1754028,37.1898417,18,28
2237,"PROF0387",188683,-95.1754028,37.1898417,28,56
2241,"PROF0387",188684,-95.1754028,37.1898417,56,84
2245,"PROF0387",188685,-95.1754028,37.1898417,84,135
2249,"PROF0387",188686,-95.1754028,37.1898417,135,173
2253,"PROF0387",188687,-95.1754028,37.1898417,173,221
2257,"PROF0136",192358,-98.8550278,39.6795833,0,18
2261,"PROF0136",192359,-98.8550278,39.6795833,18,35
2265,"PROF0136",192360,-98.8550278,39.6795833,35,54
2269,"PROF0136",192361,-98.8550278,39.6795833,54,82
2273,"PROF0136",192362,-98.8550278,39.6795833,82,112
2277,"PROF0136",192363,-98.8550278,39.6795833,112,140
2281,"PROF0136",192364,-98.8550278,39.6795833,140,164
2285,"PROF0136",192365,-98.8550278,39.6795833,164,200
2293,"PROF0049",223417,-100.5982111,39.0628722,0,10
2297,"PROF0049",223418,-100.5982111,39.0628722,10,36
2301,"PROF0049",223419,-100.5982111,39.0628722,36,60
2305,"PROF0049",223420,-100.5982111,39.0628722,60,94
2309,"PROF0049",223421,-100.5982111,39.0628722,94,132
2313,"PROF0049",223422,-100.5982111,39.0628722,132,180
2317,"PROF0049",223423,-100.5982111,39.0628722,180,200
2321,"PROF0087",223424,-99.8405556,39.4950278,0,18
2325,"PROF0087",223425,-99.8405556,39.4950278,18,41
2329,"PROF0087",223426,-99.8405556,39.4950278,41,57
2333,"PROF0087",223427,-99.8405556,39.4950278,57,84
2337,"PROF0087",223428,-99.8405556,39.4950278,84,150
2341,"PROF0087",223429,-99.8405556,39.4950278,150,184
2345,"PROF0087",223430,-99.8405556,39.4950278,184,200
2349,"PROF0124",223431,-99.1924167,38.5032778,0,35
2353,"PROF0124",223432,-99.1924167,38.5032778,35,51
2357,"PROF0124",223433,-99.1924167,38.5032778,51,66
2361,"PROF0124",223434,-99.1924167,38.5032778,66,121
2365,"PROF0124",223435,-99.1924167,38.5032778,121,151
2369,"PROF0124",223436,-99.1924167,38.5032778,151,200
2373,"PROF0019",223437,-101.4447028,38.5747139,0,11
2377,"PROF0019",223438,-101.4447028,38.5747139,11,22
2381,"PROF0019",223439,-101.4447028,38.5747139,22,47
2385,"PROF0019",223440,-101.4447028,38.5747139,47,79
2389,"PROF0019",223441,-101.4447028,38.5747139,79,114
2393,"PROF0019",223442,-101.4447028,38.5747139,114,154
2397,"PROF0019",223443,-101.4447028,38.5747139,154,200
2401,"PROF0262",229096,-96.56225,39.10071,0,10
2405,"PROF0262",229097,-96.56225,39.10071,10,26
2409,"PROF0262",229098,-96.56225,39.10071,26,66
2413,"PROF0262",229099,-96.56225,39.10071,66,89
2417,"PROF0262",229100,-96.56225,39.10071,89,132
2421,"PROF0262",229101,-96.56225,39.10071,132,164
2425,"PROF0262",229102,-96.56225,39.10071,164,200
2429,"PROF0260",229267,-96.56356,39.10354,0,8
2433,"PROF0260",229268,-96.56356,39.10354,8,27
2437,"PROF0260",229269,-96.56356,39.10354,27,40
2441,"PROF0260",229270,-96.56356,39.10354,40,64
2445,"PROF0260",229271,-96.56356,39.10354,64,88
2449,"PROF0260",229272,-96.56356,39.10354,88,109
2453,"PROF0260",229273,-96.56356,39.10354,109,130
2457,"PROF0260",229274,-96.56356,39.10354,130,178
2461,"PROF0260",229275,-96.56356,39.10354,178,200
2465,"PROF0262",229276,-96.56225,39.10071,0,10
2469,"PROF0262",229277,-96.56225,39.10071,10,26
2473,"PROF0262",229278,-96.56225,39.10071,26,66
2477,"PROF0262",229279,-96.56225,39.10071,66,89
2481,"PROF0262",229280,-96.56225,39.10071,89,132
2485,"PROF0262",229281,-96.56225,39.10071,132,164
2489,"PROF0262",229282,-96.56225,39.10071,164,200
2493,"PROF0368",229350,-95.2043889,39.04175,0,13
2497,"PROF0368",229351,-95.2043889,39.04175,13,28
2501,"PROF0368",229352,-95.2043889,39.04175,28,43
2505,"PROF0368",229353,-95.2043889,39.04175,43,76
2509,"PROF0368",229354,-95.2043889,39.04175,76,101
2513,"PROF0368",229355,-95.2043889,39.04175,101,121
2517,"PROF0368",229356,-95.2043889,39.04175,121,148
2521,"PROF0368",229357,-95.2043889,39.04175,148,200
2525,"PROF0237",229440,-96.6104722,39.1082778,0,12
2529,"PROF0237",229441,-96.6104722,39.1082778,12,31
2533,"PROF0237",229442,-96.6104722,39.1082778,31,54
2537,"PROF0237",229443,-96.6104722,39.1082778,54,89
2541,"PROF0237",229444,-96.6104722,39.1082778,89,119
2545,"PROF0237",229445,-96.6104722,39.1082778,119,156
2549,"PROF0237",229446,-96.6104722,39.1082778,156,206
2553,"PROF0368",229537,-95.2043889,39.04175,0,13
2557,"PROF0368",229538,-95.2043889,39.04175,13,28
2561,"PROF0368",229539,-95.2043889,39.04175,28,43
2565,"PROF0368",229540,-95.2043889,39.04175,43,76
2569,"PROF0368",229541,-95.2043889,39.04175,76,101
2573,"PROF0368",229542,-95.2043889,39.04175,101,121
2577,"PROF0368",229543,-95.2043889,39.04175,121,148
2581,"PROF0368",229544,-95.2043889,39.04175,148,200
2585,"PROF0237",229545,-96.6104722,39.1082778,0,12
2589,"PROF0237",229546,-96.6104722,39.1082778,12,31
2593,"PROF0237",229547,-96.6104722,39.1082778,31,54
2597,"PROF0237",229548,-96.6104722,39.1082778,54,89
2601,"PROF0237",229549,-96.6104722,39.1082778,89,119
2605,"PROF0237",229550,-96.6104722,39.1082778,119,156
2609,"PROF0237",229551,-96.6104722,39.1082778,156,200
2613,"PROF0069",232138,-100.4497104,39.207611,0,6
2617,"PROF0069",232139,-100.4497104,39.207611,6,24
2621,"PROF0069",232140,-100.4497104,39.207611,24,50
2625,"PROF0070",232141,-100.4482462,39.207936,0,5
2629,"PROF0070",232142,-100.4482462,39.207936,5,36
2633,"PROF0070",232143,-100.4482462,39.207936,36,57
2637,"PROF0068",232144,-100.4507479,39.209626,0,8
2641,"PROF0068",232145,-100.4507479,39.209626,8,16
2645,"PROF0068",232146,-100.4507479,39.209626,16,29
2649,"PROF0068",232147,-100.4507479,39.209626,29,65
2653,"PROF0067",232148,-100.4514937,39.206472,0,8
2657,"PROF0067",232149,-100.4514937,39.206472,11,35
2661,"PROF0067",232150,-100.4514937,39.206472,35,45
2665,"PROF0073",232151,-100.4369635,39.220897,0,8
2669,"PROF0073",232152,-100.4369635,39.220897,8,17
2673,"PROF0073",232153,-100.4369635,39.220897,17,38
2677,"PROF0073",232154,-100.4369635,39.220897,38,66
2681,"PROF0072",232155,-100.4374282,39.221531,0,16
2685,"PROF0072",232156,-100.4374282,39.221531,16,34
2689,"PROF0072",232157,-100.4374282,39.221531,34,60
2693,"PROF0071",232158,-100.4390867,39.221628,0,19
2697,"PROF0071",232159,-100.4390867,39.221628,19,41
2701,"PROF0074",232160,-100.4356218,39.220427,0,9
2705,"PROF0074",232161,-100.4356218,39.220427,9,32
2709,"PROF0074",232162,-100.4356218,39.220427,32,46
2713,"PROF0074",232163,-100.4356218,39.220427,0,8
2717,"PROF0065",232164,-100.4831241,39.228014,0,8
2721,"PROF0065",232165,-100.4831241,39.228014,8,31
2725,"PROF0065",232166,-100.4831241,39.228014,31,66
2729,"PROF0066",232167,-100.4826982,39.228695,0,12
2733,"PROF0066",232168,-100.4826982,39.228695,12,23
2737,"PROF0066",232169,-100.4826982,39.228695,23,41
2741,"PROF0066",232170,-100.4826982,39.228695,0,8
2745,"PROF0064",232171,-100.48849,39.233595,0,12
2749,"PROF0064",232172,-100.48849,39.233595,12,23
2753,"PROF0064",232173,-100.48849,39.233595,23,41
2757,"PROF0063",232174,-100.4992667,39.214084,0,8
2761,"PROF0063",232175,-100.4992667,39.214084,8,20
2765,"PROF0063",232176,-100.4992667,39.214084,20,52
2769,"PROF0060",232177,-100.5006512,39.213832,0,7
2773,"PROF0060",232178,-100.5006512,39.213832,7,34
2777,"PROF0060",232179,-100.5006512,39.213832,34,57
2781,"PROF0061",232180,-100.5005848,39.214518,0,6
2785,"PROF0061",232181,-100.5005848,39.214518,6,29
2789,"PROF0061",232182,-100.5005848,39.214518,29,55
2793,"PROF0062",232183,-100.4993418,39.206181,0,11
2797,"PROF0062",232184,-100.4993418,39.206181,11,35
2801,"PROF0062",232185,-100.4993418,39.206181,35,51
2805,"PROF0062",232186,-100.4993418,39.206181,0,8
2809,"PROF0078",232217,-100.3429167,39.8755,0,10
2813,"PROF0078",232218,-100.3429167,39.8755,10,29
2817,"PROF0078",232219,-100.3429167,39.8755,29,63
2821,"PROF0078",232220,-100.3429167,39.8755,63,92
2825,"PROF0078",232221,-100.3429167,39.8755,92,122
2829,"PROF0078",232222,-100.3429167,39.8755,122,173
2833,"PROF0078",232223,-100.3429167,39.8755,173,200
2837,"PROF0090",232224,-99.75575,39.81327778,0,14
2841,"PROF0090",232225,-99.75575,39.81327778,14,30
2845,"PROF0090",232226,-99.75575,39.81327778,30,46
2849,"PROF0090",232227,-99.75575,39.81327778,46,67
2853,"PROF0090",232228,-99.75575,39.81327778,67,92
2857,"PROF0090",232229,-99.75575,39.81327778,92,122
2861,"PROF0090",232230,-99.75575,39.81327778,122,156
2865,"PROF0090",232231,-99.75575,39.81327778,156,200
2869,"PROF0222",232361,-96.6493611,39.015,0,13
2873,"PROF0222",232362,-96.6493611,39.015,13,18
2877,"PROF0272",232363,-96.5323889,39.2291944,0,8
2881,"PROF0272",232364,-96.5323889,39.2291944,8,20
2885,"PROF0272",232365,-96.5323889,39.2291944,20,33
2889,"PROF0196",232366,-97.5696944,38.8155,0,10
2893,"PROF0196",232367,-97.5696944,38.8155,10,29
2897,"PROF0196",232368,-97.5696944,38.8155,29,48
2901,"PROF0196",232369,-97.5696944,38.8155,48,85
2905,"PROF0196",232370,-97.5696944,38.8155,85,140
2909,"PROF0196",232371,-97.5696944,38.8155,140,165
2913,"PROF0196",232372,-97.5696944,38.8155,165,200
2917,"PROF0067",233165,-100.4514937,39.206472,0,11
2921,"PROF0213",233453,-96.7668611,37.8433889,0,15
2925,"PROF0213",233454,-96.7668611,37.8433889,15,27
2929,"PROF0201",233455,-97.2426111,39.2762778,0,14
2933,"PROF0201",233456,-97.2426111,39.2762778,14,25
2937,"PROF0201",233457,-97.2426111,39.2762778,25,43
2941,"PROF0201",233458,-97.2426111,39.2762778,43,69
2945,"PROF0201",233459,-97.2426111,39.2762778,69,99
2949,"PROF0201",233460,-97.2426111,39.2762778,99,140
2953,"PROF0154",234964,-98.35452778,39.36244444,0,25
2957,"PROF0154",234965,-98.35452778,39.36244444,25,51
2961,"PROF0154",234966,-98.35452778,39.36244444,51,75
2965,"PROF0154",234967,-98.35452778,39.36244444,75,87
2969,"PROF0154",234968,-98.35452778,39.36244444,87,114
2973,"PROF0154",234969,-98.35452778,39.36244444,114,138
2977,"PROF0154",234970,-98.35452778,39.36244444,138,158
2981,"PROF0154",234971,-98.35452778,39.36244444,158,193
2985,"PROF0154",234972,-98.35452778,39.36244444,193,220
2989,"PROF0370",238105,-95.20285,39.04306,0,19
2993,"PROF0370",238106,-95.20285,39.04306,19,32
2997,"PROF0370",238107,-95.20285,39.04306,32,57
3001,"PROF0373",238108,-95.20136,39.04177,0,8
3005,"PROF0373",238109,-95.20136,39.04177,8,27
3009,"PROF0373",238110,-95.20136,39.04177,27,53
3013,"PROF0373",238111,-95.20136,39.04177,53,82
3017,"PROF0373",238112,-95.20136,39.04177,82,100
3021,"PROF0377",238113,-95.19714,39.03747,0,25
3025,"PROF0377",238114,-95.19714,39.03747,36,76
3029,"PROF0377",238115,-95.19714,39.03747,76,100
3033,"PROF0384",238116,-95.18835,39.03228,0,19
3037,"PROF0384",238117,-95.18835,39.03228,19,39
3041,"PROF0384",238118,-95.18835,39.03228,39,55
3045,"PROF0384",238119,-95.18835,39.03228,55,76
3049,"PROF0382",238120,-95.18974,39.03356,0,16
3053,"PROF0382",238121,-95.18974,39.03356,16,43
3057,"PROF0382",238122,-95.18974,39.03356,43,73
3061,"PROF0382",238123,-95.18974,39.03356,73,100
3065,"PROF0381",238124,-95.1910278,39.0315944,0,21
3069,"PROF0381",238125,-95.1910278,39.0315944,21,44
3073,"PROF0381",238126,-95.1910278,39.0315944,44,61
3077,"PROF0381",238127,-95.1910278,39.0315944,61,100
3081,"PROF0378",238128,-95.1959213,39.0315519,0,7
3085,"PROF0378",238129,-95.1959213,39.0315519,7,25
3089,"PROF0378",238130,-95.1959213,39.0315519,25,53
3093,"PROF0378",238131,-95.1959213,39.0315519,53,100
3097,"PROF0374",238132,-95.19885,39.03373,0,20
3101,"PROF0374",238133,-95.19885,39.03373,20,44
3105,"PROF0374",238134,-95.19885,39.03373,44,67
3109,"PROF0374",238135,-95.19885,39.03373,67,100
3113,"PROF0372",238136,-95.20154,39.03651,0,17
3117,"PROF0372",238137,-95.20154,39.03651,17,37
3121,"PROF0372",238138,-95.20154,39.03651,37,52
3125,"PROF0372",238139,-95.20154,39.03651,52,100
3129,"PROF0367",238140,-95.20457,39.03625,0,9
3133,"PROF0367",238141,-95.20457,39.03625,9,32
3137,"PROF0367",238142,-95.20457,39.03625,32,58
3141,"PROF0367",238143,-95.20457,39.03625,58,100
3145,"PROF0365",238144,-95.20548,39.03693,0,10
3149,"PROF0365",238145,-95.20548,39.03693,10,29
3153,"PROF0365",238146,-95.20548,39.03693,29,63
3157,"PROF0365",238147,-95.20548,39.03693,63,100
3161,"PROF0379",238148,-95.19296,39.05324,0,14
3165,"PROF0379",238149,-95.19296,39.05324,14,32
3169,"PROF0379",238150,-95.19296,39.05324,32,51
3173,"PROF0379",238151,-95.19296,39.05324,51,69
3177,"PROF0379",238152,-95.19296,39.05324,69,100
3181,"PROF0375",238153,-95.19851,39.04743,0,18
3185,"PROF0375",238154,-95.19851,39.04743,18,29
3189,"PROF0375",238155,-95.19851,39.04743,29,50
3193,"PROF0375",238156,-95.19851,39.04743,50,67
3197,"PROF0375",238157,-95.19851,39.04743,67,100
3201,"PROF0371",238158,-95.20259,39.04756,0,10
3205,"PROF0371",238159,-95.20259,39.04756,10,38
3209,"PROF0371",238160,-95.20259,39.04756,38,65
3213,"PROF0371",238161,-95.20259,39.04756,65,100
3217,"PROF0362",238162,-95.212,39.04537,0,11
3221,"PROF0362",238163,-95.212,39.04537,11,29
3225,"PROF0362",238164,-95.212,39.04537,29,47
3229,"PROF0362",238165,-95.212,39.04537,47,65
3233,"PROF0362",238166,-95.212,39.04537,65,100
3237,"PROF0376",238167,-95.1984,39.04544,0,14
3241,"PROF0376",238168,-95.1984,39.04544,14,38
3245,"PROF0376",238169,-95.1984,39.04544,38,62
3249,"PROF0376",238170,-95.1984,39.04544,62,81
3253,"PROF0376",238171,-95.1984,39.04544,81,100
3257,"PROF0383",238172,-95.18948,39.05554,0,18
3261,"PROF0383",238173,-95.18948,39.05554,18,38
3265,"PROF0383",238174,-95.18948,39.05554,38,60
3269,"PROF0383",238175,-95.18948,39.05554,60,77
3273,"PROF0383",238176,-95.18948,39.05554,77,100
3277,"PROF0366",238177,-95.20461,39.0535,0,11
3281,"PROF0366",238178,-95.20461,39.0535,11,26
3285,"PROF0366",238179,-95.20461,39.0535,26,53
3289,"PROF0253",240034,-96.5889,39.07098,0,15
3293,"PROF0253",240035,-96.5889,39.07098,15,44
3297,"PROF0253",240036,-96.5889,39.07098,44,66
3301,"PROF0253",240037,-96.5889,39.07098,66,100
3305,"PROF0259",240038,-96.57133,39.07361,0,27
3309,"PROF0259",240039,-96.57133,39.07361,27,44
3313,"PROF0259",240040,-96.57133,39.07361,44,72
3317,"PROF0259",240041,-96.57133,39.07361,72,100
3321,"PROF0264",240042,-96.55602,39.07495,0,20
3325,"PROF0264",240043,-96.55602,39.07495,20,34
3329,"PROF0264",240044,-96.55602,39.07495,34,70
3333,"PROF0267",240045,-96.54613,39.11983,0,16
3337,"PROF0267",240046,-96.54613,39.11983,16,27
3341,"PROF0267",240047,-96.54613,39.11983,27,44
3345,"PROF0267",240048,-96.54613,39.11983,44,83
3349,"PROF0266",240049,-96.55031,39.11033,0,12
3353,"PROF0266",240050,-96.55031,39.11033,12,27
3357,"PROF0265",240051,-96.55236,39.11074,0,12
3361,"PROF0265",240052,-96.55236,39.11074,12,27
3365,"PROF0265",240053,-96.55236,39.11074,27,50
3369,"PROF0265",240054,-96.55236,39.11074,50,78
3373,"PROF0265",240055,-96.55236,39.11074,78,100
3377,"PROF0246",240056,-96.59631,39.10396,0,20
3381,"PROF0246",240057,-96.59631,39.10396,20,32
3385,"PROF0246",240058,-96.59631,39.10396,32,54
3389,"PROF0246",240059,-96.59631,39.10396,54,74
3393,"PROF0246",240060,-96.59631,39.10396,74,100
3397,"PROF0245",240061,-96.59763,39.10603,0,17
3401,"PROF0245",240062,-96.59763,39.10603,17,40
3405,"PROF0245",240063,-96.59763,39.10603,40,60
3409,"PROF0245",240064,-96.59763,39.10603,60,80
3413,"PROF0241",240065,-96.60176,39.09877,0,18
3417,"PROF0241",240066,-96.60176,39.09877,18,37
3421,"PROF0241",240067,-96.60176,39.09877,37,64
3425,"PROF0241",240068,-96.60176,39.09877,64,100
3429,"PROF0255",240069,-96.58411,39.09203,0,11
3433,"PROF0255",240070,-96.58411,39.09203,11,34
3437,"PROF0255",240071,-96.58411,39.09203,34,49
3441,"PROF0255",240072,-96.58411,39.09203,49,62
3445,"PROF0254",240073,-96.58558,39.10068,0,17
3449,"PROF0254",240074,-96.58558,39.10068,17,32
3453,"PROF0254",240075,-96.58558,39.10068,32,62
3457,"PROF0254",240076,-96.58558,39.10068,62,100
3461,"PROF0261",240077,-96.56269,39.09044,0,14
3465,"PROF0261",240078,-96.56269,39.09044,14,23
3469,"PROF0261",240079,-96.56269,39.09044,23,52
3473,"PROF0258",240080,-96.58242,39.08433,0,15
3477,"PROF0258",240081,-96.58242,39.08433,15,29
3481,"PROF0258",240082,-96.58242,39.08433,29,57
3485,"PROF0258",240083,-96.58242,39.08433,57,100
3489,"PROF0406",25783,-94.943222,39.3534584,0,10
3493,"PROF0406",25784,-94.943222,39.3534584,10,25
3497,"PROF0406",25785,-94.943222,39.3534584,25,56
3501,"PROF0406",25786,-94.943222,39.3534584,56,84
3505,"PROF0406",25787,-94.943222,39.3534584,84,104
3509,"PROF0406",25788,-94.943222,39.3534584,104,137
3513,"PROF0406",25789,-94.943222,39.3534584,137,157
3517,"PROF0405",25790,-94.9432831,39.3521156,0,14
3521,"PROF0405",25792,-94.9432831,39.3521156,28,43
3525,"PROF0405",25793,-94.9432831,39.3521156,43,79
3529,"PROF0404",25798,-94.9454727,39.3565025,0,14
3533,"PROF0404",25799,-94.9454727,39.3565025,14,24
3537,"PROF0404",25800,-94.9454727,39.3565025,24,40
3541,"PROF0404",25801,-94.9454727,39.3565025,40,62
3545,"PROF0404",25802,-94.9454727,39.3565025,62,96
3549,"PROF0404",25803,-94.9454727,39.3565025,96,131
3553,"PROF0404",25804,-94.9454727,39.3565025,131,168
3557,"PROF0404",25805,-94.9454727,39.3565025,168,199
3561,"PROF0404",25806,-94.9454727,39.3565025,199,239
3565,"PROF0165",261462,-98.0677,38.0792,0,6
3569,"PROF0165",261463,-98.0677,38.0792,6,30
3573,"PROF0165",261464,-98.0677,38.0792,30,54
3577,"PROF0165",261465,-98.0677,38.0792,54,105
3581,"PROF0165",261466,-98.0677,38.0792,105,142
3585,"PROF0165",261467,-98.0677,38.0792,142,170
3589,"PROF0165",261468,-98.0677,38.0792,170,200
3593,"PROF0200",261469,-97.273,38.5573,0,15
3597,"PROF0200",261470,-97.273,38.5573,15,76
3601,"PROF0200",261471,-97.273,38.5573,76,140
3605,"PROF0200",261472,-97.273,38.5573,140,200
3609,"PROF0200",261473,-97.273,38.5573,200,245
3613,"PROF0053",262304,-100.5658007,37.0935093,0,17
3617,"PROF0053",262305,-100.5658007,37.0935093,17,46
3621,"PROF0053",262306,-100.5658007,37.0935093,46,72
3625,"PROF0053",262307,-100.5658007,37.0935093,72,94
3629,"PROF0053",262308,-100.5658007,37.0935093,94,140
3633,"PROF0053",262309,-100.5658007,37.0935093,140,186
3637,"PROF0053",262310,-100.5658007,37.0935093,186,215
3641,"PROF0051",262311,-100.5671294,37.0940367,0,11
3645,"PROF0051",262312,-100.5671294,37.0940367,11,28
3649,"PROF0051",262313,-100.5671294,37.0940367,28,42
3653,"PROF0051",262314,-100.5671294,37.0940367,42,83
3657,"PROF0051",262315,-100.5671294,37.0940367,83,158
3661,"PROF0051",262316,-100.5671294,37.0940367,158,175
3665,"PROF0051",262317,-100.5671294,37.0940367,175,208
3669,"PROF0052",262318,-100.5659588,37.1002473,0,11
3673,"PROF0052",262319,-100.5659588,37.1002473,11,30
3677,"PROF0052",262320,-100.5659588,37.1002473,30,66
3681,"PROF0052",262321,-100.5659588,37.1002473,66,147
3685,"PROF0052",262322,-100.5659588,37.1002473,147,203
3689,"PROF0050",262323,-100.5921694,37.0797611,0,13
3693,"PROF0050",262324,-100.5921694,37.0797611,13,31
3697,"PROF0050",262325,-100.5921694,37.0797611,31,63
3701,"PROF0050",262326,-100.5921694,37.0797611,63,104
3705,"PROF0050",262327,-100.5921694,37.0797611,104,152
3709,"PROF0050",262328,-100.5921694,37.0797611,152,179
3713,"PROF0050",262329,-100.5921694,37.0797611,179,212
3717,"PROF0048",262330,-100.6030832,37.0840546,0,22
3721,"PROF0048",262331,-100.6030832,37.0840546,22,60
3725,"PROF0048",262332,-100.6030832,37.0840546,60,104
3729,"PROF0048",262333,-100.6030832,37.0840546,104,135
3733,"PROF0048",262334,-100.6030832,37.0840546,135,203
3737,"PROF0075",262335,-100.4125468,37.0478572,0,16
3741,"PROF0075",262336,-100.4125468,37.0478572,16,47
3745,"PROF0075",262337,-100.4125468,37.0478572,47,81
3749,"PROF0075",262338,-100.4125468,37.0478572,81,128
3753,"PROF0075",262339,-100.4125468,37.0478572,128,188
3757,"PROF0075",262340,-100.4125468,37.0478572,188,220
3761,"PROF0079",262341,-100.3307333,37.0482333,0,15
3765,"PROF0079",262342,-100.3307333,37.0482333,15,59
3769,"PROF0079",262343,-100.3307333,37.0482333,59,203
3773,"PROF0076",262344,-100.4075433,37.048965,0,11
3777,"PROF0076",262345,-100.4075433,37.048965,11,31
3781,"PROF0076",262346,-100.4075433,37.048965,31,60
3785,"PROF0076",262347,-100.4075433,37.048965,60,112
3789,"PROF0076",262348,-100.4075433,37.048965,112,128
3793,"PROF0076",262349,-100.4075433,37.048965,128,164
3797,"PROF0076",262350,-100.4075433,37.048965,164,212
3801,"PROF0008",26325,-101.7258606,39.2791672,0,14
3805,"PROF0008",26326,-101.7258606,39.2791672,14,28
3809,"PROF0008",26327,-101.7258606,39.2791672,28,38
3813,"PROF0008",26328,-101.7258606,39.2791672,38,47
3817,"PROF0008",26329,-101.7258606,39.2791672,47,58
3821,"PROF0008",26330,-101.7258606,39.2791672,58,76
3825,"PROF0008",26331,-101.7258606,39.2791672,76,101
