"lab_proj_name","Project_Focus","fiscal_year","County","State","Pedon","user_pedon_id","taxon_name","taxonomic_order","taxonomic_suborder","taxonomic_great_group","Lat_Site","Long_Site","Lat_County_Centroid","Long_County_Centroid","Layer","horizon_designation","horz_desgn_master","Top_depth_cm","Bottom_depth_cm","smp_id","scan_path_name","rep_id","pH, 1:1 Soil-Water Suspension","Clay","Carbon, Total","Nitrogen, Total","Bulk Density, <2mm Fraction, Ovendry","Bulk Density, <2mm Fraction, 1/3 Bar","Calcium, NH4OAc Extractable, 2M KCl displacement","Potassium, NH4OAc Extractable, 2M KCl displacement","CEC, NH4OAc, pH 7.0, 2M KCl displacement","Phosphorus, Mehlich3 Extractable","Phosphorus, Olsen Extractable","Estimated Organic Carbon","Silt, Total","Sand, Total"
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS04.0",2,NA,NA,NA,NA,NA,NA,NA,NA,22.2990819,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS02.0",2,NA,29.8171107,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,63.1,7.1
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS01.0",2,NA,NA,1.87765133,NA,NA,NA,NA,NA,NA,67.5357091,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS02.0",3,NA,NA,NA,NA,1.49501004,1.31323533,NA,NA,22.2990819,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS01.0",3,5.46,29.8171107,NA,NA,NA,NA,NA,3.3220358,NA,NA,NA,1.88,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS04.0",3,NA,NA,1.87765133,0.1895161,NA,NA,12.2770887,NA,NA,67.5357091,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS03.0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,7.1
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS04.0",4,5.46,29.8171107,NA,NA,NA,1.31323533,NA,3.3220358,NA,NA,NA,NA,63.1,7.1
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS02.0",4,NA,NA,1.87765133,0.1895161,NA,NA,12.2770887,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS03.0",4,NA,NA,NA,NA,NA,NA,NA,NA,22.2990819,67.5357091,NA,1.88,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01346","Ap","A",0,9,232160,"232160XS01.0",4,NA,NA,NA,NA,1.49501004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS01.0",1,6.71,35.1220251,1.06889252,0.126239,NA,NA,16.7286917,1.9160616,25.6460573,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS04.0",1,NA,NA,NA,NA,1.57938942,1.3987944,NA,NA,NA,14.1760189,NA,1.052,56.3,8.6
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS03.0",2,NA,NA,NA,0.126239,NA,NA,NA,NA,NA,14.1760189,NA,NA,56.3,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS02.0",2,6.71,35.1220251,1.06889252,NA,NA,1.3987944,16.7286917,1.9160616,25.6460573,NA,NA,NA,NA,8.6
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS01.0",2,NA,NA,NA,NA,1.57938942,NA,NA,NA,NA,NA,NA,1.052,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS02.0",3,NA,NA,NA,0.126239,1.57938942,NA,NA,NA,NA,14.1760189,NA,1.052,56.3,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS03.0",3,6.71,35.1220251,1.06889252,NA,NA,1.3987944,NA,1.9160616,25.6460573,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS04.0",3,NA,NA,NA,NA,NA,NA,16.7286917,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS01.0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS01.0",4,NA,NA,NA,NA,NA,1.3987944,NA,NA,NA,14.1760189,NA,NA,56.3,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS04.0",4,6.71,35.1220251,1.06889252,0.126239,NA,NA,NA,1.9160616,25.6460573,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01347","Bt1","B",9,32,232161,"232161XS03.0",4,NA,NA,NA,NA,1.57938942,NA,16.7286917,NA,NA,NA,NA,1.052,NA,8.6
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS04.0",1,NA,NA,NA,NA,1.67915259,NA,20.6559853,NA,NA,NA,NA,0.6096,51.8,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS01.0",1,NA,NA,0.6260745,NA,NA,NA,NA,NA,NA,14.0632376,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS02.0",1,7.31,38.8534265,NA,NA,NA,NA,NA,1.5371896,NA,NA,NA,NA,NA,9.3
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS03.0",1,NA,NA,NA,0.10833902,NA,1.30951787,NA,NA,29.141326,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS01.0",2,7.31,38.8534265,NA,NA,1.67915259,NA,20.6559853,1.5371896,NA,NA,NA,0.6096,51.8,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS04.0",2,NA,NA,NA,NA,NA,NA,NA,NA,29.141326,14.0632376,NA,NA,NA,9.3
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS02.0",2,NA,NA,0.6260745,0.10833902,NA,1.30951787,NA,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS03.0",3,7.31,NA,NA,NA,1.67915259,NA,20.6559853,NA,NA,14.0632376,NA,NA,51.8,9.3
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS04.0",3,NA,38.8534265,0.6260745,NA,NA,NA,NA,1.5371896,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS01.0",3,NA,NA,NA,0.10833902,NA,1.30951787,NA,NA,29.141326,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS02.0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6096,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS04.0",4,7.31,NA,NA,0.10833902,NA,1.30951787,NA,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS03.0",4,NA,38.8534265,0.6260745,NA,NA,NA,NA,1.5371896,NA,NA,NA,0.6096,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS02.0",4,NA,NA,NA,NA,1.67915259,NA,20.6559853,NA,29.141326,14.0632376,NA,NA,51.8,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01348","Bt2","B",32,46,232162,"232162XS01.0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS03.0",1,NA,NA,NA,NA,NA,NA,NA,3.3467213,NA,NA,NA,1.84,NA,6.6
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS01.0",1,5.52,NA,NA,NA,NA,NA,NA,NA,22.7534241,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS02.0",1,NA,29.2908305,NA,NA,NA,NA,NA,NA,NA,66.8175219,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS04.0",1,NA,NA,1.83630928,0.18641165,NA,NA,12.2635102,NA,NA,NA,NA,NA,64.1,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS02.0",2,5.52,NA,1.83630928,NA,NA,NA,NA,NA,22.7534241,NA,NA,NA,NA,6.6
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS04.0",2,NA,29.2908305,NA,NA,NA,NA,NA,3.3467213,NA,66.8175219,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS01.0",2,NA,NA,NA,NA,NA,NA,12.2635102,NA,NA,NA,NA,1.84,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS03.0",2,NA,NA,NA,0.18641165,NA,NA,NA,NA,NA,NA,NA,NA,64.1,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS04.0",3,5.52,NA,NA,NA,NA,NA,NA,NA,22.7534241,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS01.0",3,NA,29.2908305,NA,NA,NA,NA,NA,3.3467213,NA,NA,NA,NA,NA,6.6
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS02.0",3,NA,NA,NA,0.18641165,NA,NA,12.2635102,NA,NA,NA,NA,1.84,64.1,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS03.0",3,NA,NA,1.83630928,NA,NA,NA,NA,NA,NA,66.8175219,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS03.0",4,5.52,29.2908305,NA,NA,NA,NA,12.2635102,NA,22.7534241,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS02.0",4,NA,NA,NA,NA,NA,NA,NA,3.3467213,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS01.0",4,NA,NA,1.83630928,0.18641165,NA,NA,NA,NA,NA,66.8175219,NA,NA,64.1,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0159","S2014KS179508C","Keith","mollisols","ustolls","argiustolls",39.220427,-100.4356218,39.349995,-100.44159,"15N01349","Ap","A",0,8,232163,"232163XS04.0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,NA,6.6
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS03.0",1,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS01.0",1,NA,24.3340235,1.92365131,0.21419452,NA,NA,11.7601993,NA,19.2709809,76.8538153,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS02.0",1,NA,NA,NA,NA,NA,NA,NA,3.1392729,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS04.0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,62,13.7
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS02.0",2,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS04.0",2,NA,24.3340235,NA,0.21419452,NA,NA,11.7601993,NA,NA,76.8538153,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS03.0",2,NA,NA,1.92365131,NA,NA,NA,NA,NA,19.2709809,NA,NA,1.92,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS01.0",2,NA,NA,NA,NA,NA,NA,NA,3.1392729,NA,NA,NA,NA,62,13.7
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS03.0",3,NA,24.3340235,NA,0.21419452,NA,NA,11.7601993,NA,NA,76.8538153,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS04.0",3,6.24,NA,1.92365131,NA,NA,NA,NA,3.1392729,19.2709809,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS02.0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,62,13.7
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS02.0",4,NA,24.3340235,1.92365131,0.21419452,NA,NA,11.7601993,NA,19.2709809,76.8538153,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS03.0",4,NA,NA,NA,NA,NA,NA,NA,3.1392729,NA,NA,NA,NA,62,13.7
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01350","Ap","A",0,8,232164,"232164XS01.0",4,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS04.0",1,6.87,NA,NA,NA,NA,NA,NA,NA,NA,62.9975942,NA,1.2284,NA,11.9
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS03.0",1,NA,NA,NA,NA,NA,NA,NA,2.2508593,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS01.0",1,NA,28.656444,NA,NA,NA,NA,13.9790211,NA,21.3025637,NA,NA,NA,59.4,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS02.0",1,NA,NA,1.2455759,0.16327005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS02.0",2,NA,28.656444,NA,NA,NA,NA,13.9790211,2.2508593,21.3025637,62.9975942,NA,NA,59.4,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS01.0",2,NA,NA,NA,0.16327005,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS04.0",2,NA,NA,1.2455759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS03.0",2,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2284,NA,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS03.0",3,NA,28.656444,1.2455759,NA,NA,NA,13.9790211,NA,21.3025637,62.9975942,NA,NA,59.4,NA
"I2015USKS015","DSP KS Sheridan County",2015,"Sheridan","Kansas","15N0160","S2014KS179510A","Keith","mollisols","ustolls","argiustolls",39.228014,-100.4831241,39.349995,-100.44159,"15N01351","Bw","B",8,31,232165,"232165XS04.0",3,NA,NA,NA,0.16327005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
